mapping,subzone,coordinates,centroids
[],Yio Chu Kang North,[],"(0.0, 0.0)"
[],Yio Chu Kang West,[],"(0.0, 0.0)"
"[{'Y': '32627.4489', 'X': '39343.3381', 'CATEGORY': 'Building', 'SEARCHVAL': 'BAYSHORE PARK'}, {'Y': '32844.8978', 'X': '39918.1963', 'CATEGORY': 'CATD', 'SEARCHVAL': 'BAYSHORE ROAD'}, {'Y': '32918.1755', 'X': '39887.2157', 'CATEGORY': 'Building', 'SEARCHVAL': 'BAYSHORE TERRACE'}]",Bayshore,"[(1.3720806634356548, 103.87489916497118), (1.3772794390130725, 103.87685319174933), (1.3769992494414647, 103.8775116401296)]","(1.3754531172967306, 103.87642133228337)"
"[{'Y': '34306.0224', 'X': '38414.4515', 'CATEGORY': 'CATC', 'SEARCHVAL': 'BEDOK NORTH AVENUE 1'}, {'Y': '34346.1374', 'X': '38437.3691', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK NORTH AVENUE 1 BY BEDOK NORTH STREET 1 TOWARDS NEW UPPER CHANGI ROAD (SINGAPORE POLICE FORCE DIGITAL TRAFFIC RED LIGHT CAMERAS)'}, {'Y': '34759.6723', 'X': '38819.9511', 'CATEGORY': 'CATD', 'SEARCHVAL': 'BEDOK NORTH AVENUE 2'}, {'Y': '34830.7826', 'X': '39242.4856', 'CATEGORY': 'CATC', 'SEARCHVAL': 'BEDOK NORTH AVENUE 3'}, {'Y': '35245.9736', 'X': '40264.7100', 'CATEGORY': 'CATD', 'SEARCHVAL': 'BEDOK NORTH AVENUE 4'}, {'Y': '34176.5092', 'X': '38605.8792', 'CATEGORY': 'CATE', 'SEARCHVAL': 'BEDOK NORTH DRIVE'}, {'Y': '34914.5321', 'X': '37687.8065', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK NORTH FLYOVER'}, {'Y': '34837.7196', 'X': '37975.4807', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK NORTH GREEN'}, {'Y': '34695.9353', 'X': '38103.8581', 'CATEGORY': 'National Service', 'SEARCHVAL': 'BEDOK NORTH GREEN (IPPT IN YOUR COMMUNITY)'}, {'Y': '35214.6804', 'X': '37421.7438', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK NORTH MRT STATION'}, {'Y': '34989.9950', 'X': '39545.5202', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK NORTH NEIGHBOURHOOD POLICE CENTRE'}, {'Y': '34989.9945', 'X': '39545.5207', 'CATEGORY': 'Government Offices', 'SEARCHVAL': 'BEDOK NORTH NEIGHBOURHOOD POLICE CENTRE (SINGAPORE POLICE FORCE ESTABLISHMENTS)'}, {'Y': '1.3341', 'X': '103.9280', 'CATEGORY': 'Government Offices', 'SEARCHVAL': 'BEDOK NORTH NEIGHBOURHOOD POLICE CENTRE (SINGAPORE POLICE FORCE NPC BOUNDARY)'}, {'Y': '34684.6648', 'X': '38283.1481', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'BEDOK NORTH RD/BEDOK NORTH AVE 1 (JUNCTION) (COMMUNITY USE SITES)'}, {'Y': '34757.2154', 'X': '38799.9044', 'CATEGORY': 'CATB', 'SEARCHVAL': 'BEDOK NORTH ROAD'}, {'Y': '35162.9211', 'X': '36566.4550', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK NORTH SECONDARY SCHOOL'}, {'Y': '34948.5634', 'X': '39655.6673', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK NORTH ST 4 BLK 89 (SAM KIOSK)'}, {'Y': '34386.7687', 'X': '38859.8275', 'CATEGORY': 'CATD', 'SEARCHVAL': 'BEDOK NORTH STREET 1'}, {'Y': '34287.7773', 'X': '38759.2138', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK NORTH STREET 1 BLK 204 (SAM KIOSK)'}, {'Y': '34300.2347', 'X': '38855.5511', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK NORTH STREET 1 BLK 206 (SAM KIOSK)'}]",Bedok North,"[(1.363679837203923, 103.88998214040613), (1.3638870871375426, 103.89034260568798), (1.3673469288220554, 103.89405858345823)]","(1.3649712843878403, 103.89146110985077)"
"[{'Y': '36051.5640', 'X': '38298.6109', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK RESERVOIR'}, {'Y': '39348.2305', 'X': '34174.5857', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK RESERVOIR - PUNGGOL VALE'}, {'Y': '35401.3795', 'X': '37702.7830', 'CATEGORY': 'CATE', 'SEARCHVAL': 'BEDOK RESERVOIR CRESCENT'}, {'Y': '35213.3655', 'X': '39089.2684', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK RESERVOIR FLYOVER'}, {'Y': '35343.5380', 'X': '37939.8717', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK RESERVOIR GARDEN'}, {'Y': '35289.2185', 'X': '37908.2712', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK RESERVOIR GARDEN (FRIENDLY BUILDINGS)'}, {'Y': '35421.0409', 'X': '39008.3132', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK RESERVOIR MRT STATION'}, {'Y': '35697.0479', 'X': '37928.6280', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK RESERVOIR PARK'}, {'Y': '34918.5833', 'X': '36504.2266', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'BEDOK RESERVOIR RD (NEXT TO BK 122) (COMMUNITY USE SITES)'}, {'Y': '35466.4807', 'X': '37822.1536', 'CATEGORY': 'CATC', 'SEARCHVAL': 'BEDOK RESERVOIR ROAD'}, {'Y': '34917.0891', 'X': '36995.1524', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK RESERVOIR ROAD BLK 632 (SAM KIOSK)'}, {'Y': '35584.3628', 'X': '37879.3979', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK RESERVOIR ROAD BLK 742 (SAM KIOSK)'}, {'Y': '35039.6447', 'X': '36985.0100', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK RESERVOIR ROAD BLOCK 630 MARKET AND FOOD CENTRE (FRIENDLY BUILDINGS)'}, {'Y': '35566.4681', 'X': '39062.1020', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK RESERVOIR ROAD BY BEDOK NORTH AVENUE 3 TOWARDS TAMPINES AVENUE 4 (SINGAPORE POLICE FORCE DIGITAL TRAFFIC RED LIGHT CAMERAS)'}, {'Y': '35544.3202', 'X': '39321.7636', 'CATEGORY': 'CATD', 'SEARCHVAL': 'BEDOK RESERVOIR VIEW'}, {'Y': '39597.4232', 'X': '34509.9696', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK RESERVOIR-PUNGGOL CONSTITUENCY OFFICE (CONSTITUENCY OFFICES)'}, {'Y': '39489.5883', 'X': '34416.0641', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK RESERVOIR-PUNGGOL CREST RC (RESIDENTS COMMITTEES)'}, {'Y': '35400.2217', 'X': '38184.5543', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK RESERVOIR-PUNGGOL GARDEN RC (RESIDENTS COMMITTEES)'}, {'Y': '39685.4812', 'X': '35035.5103', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK RESERVOIR-PUNGGOL HARMONY RC (RESIDENTS COMMITTEES)'}, {'Y': '39640.9889', 'X': '34758.7247', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK RESERVOIR-PUNGGOL HEIGHTS RC (RESIDENTS COMMITTEES)'}]",Bedok Reservoir,"[(1.3626317941036148, 103.90566697865562), (1.3253345561217742, 103.93528817708064), (1.3572435119700839, 103.89982448769281)]","(1.348403287398491, 103.91359321447635)"
"[{'Y': '33192.7053', 'X': '39116.6381', 'CATEGORY': 'CATB', 'SEARCHVAL': 'BEDOK SOUTH AVENUE 1'}, {'Y': '33531.9984', 'X': '39074.9823', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK SOUTH AVENUE 1 BY BEDOK SOUTH ROAD TOWARDS UPPER EAST COAST ROAD (SINGAPORE POLICE FORCE DIGITAL TRAFFIC RED LIGHT CAMERAS)'}, {'Y': '33848.5838', 'X': '39583.9819', 'CATEGORY': 'CATD', 'SEARCHVAL': 'BEDOK SOUTH AVENUE 2'}, {'Y': '33728.2645', 'X': '40317.6516', 'CATEGORY': 'CATC', 'SEARCHVAL': 'BEDOK SOUTH AVENUE 3'}, {'Y': '33993.9212', 'X': '37626.4603', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK SOUTH NEIGHBOURHOOD POLICE CENTRE'}, {'Y': '33994.7285', 'X': '37626.2697', 'CATEGORY': 'Government Offices', 'SEARCHVAL': 'BEDOK SOUTH NEIGHBOURHOOD POLICE CENTRE (SINGAPORE POLICE FORCE ESTABLISHMENTS)'}, {'Y': '1.3178', 'X': '103.9331', 'CATEGORY': 'Government Offices', 'SEARCHVAL': 'BEDOK SOUTH NEIGHBOURHOOD POLICE CENTRE (SINGAPORE POLICE FORCE NPC BOUNDARY)'}, {'Y': '33765.2265', 'X': '39699.1209', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK SOUTH PARKVIEW'}, {'Y': '33493.9840', 'X': '40618.5519', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'BEDOK SOUTH RD (BESIDE BLK 157) (COMMUNITY USE SITES)'}, {'Y': '33616.9899', 'X': '39640.0234', 'CATEGORY': 'CATC', 'SEARCHVAL': 'BEDOK SOUTH ROAD'}, {'Y': '33588.6177', 'X': '40381.2039', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK SOUTH ROAD BLK 168 (SAM KIOSK)'}, {'Y': '33601.1017', 'X': '39378.8568', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK SOUTH ROAD BLK 17 (SAM KIOSK)'}, {'Y': '33640.0247', 'X': '39368.8557', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK SOUTH ROAD BLOCK 16 MARKET AND FOOD CENTRE (FRIENDLY BUILDINGS)'}, {'Y': '34152.6951', 'X': '41095.5563', 'CATEGORY': 'Building', 'SEARCHVAL': 'BEDOK SOUTH SECONDARY SCHOOL'}, {'Y': '34158.4484', 'X': '41090.4088', 'CATEGORY': 'Community', 'SEARCHVAL': 'BEDOK SOUTH SECONDAY SCHOOL (HANDICAP SCHOOL) (FRIENDLY BUILDINGS)'}]",Bedok South,"[(1.3700303760741586, 103.87997835499641), (1.3696535943592323, 103.88302713364031), (1.3742567418786529, 103.88587197528283)]","(1.3713135707706812, 103.88295915463986)"
"[{'Y': '33264.9176', 'X': '37202.7234', 'CATEGORY': 'Building', 'SEARCHVAL': 'FRANKEL AVENUE'}, {'Y': '33377.5284', 'X': '37015.1107', 'CATEGORY': 'CATE', 'SEARCHVAL': 'FRANKEL CLOSE'}, {'Y': '33300.5249', 'X': '37185.9728', 'CATEGORY': 'CATE', 'SEARCHVAL': 'FRANKEL DRIVE'}, {'Y': '33137.5567', 'X': '37583.1957', 'CATEGORY': 'Building', 'SEARCHVAL': 'FRANKEL ESTATE'}, {'Y': '32713.1116', 'X': '37710.3389', 'CATEGORY': 'CATE', 'SEARCHVAL': 'FRANKEL PLACE'}, {'Y': '33195.5553', 'X': '37173.6600', 'CATEGORY': 'CATE', 'SEARCHVAL': 'FRANKEL STREET'}, {'Y': '33461.7896', 'X': '37024.8906', 'CATEGORY': 'CATE', 'SEARCHVAL': 'FRANKEL TERRACE'}, {'Y': '33285.1518', 'X': '37070.8064', 'CATEGORY': 'CATE', 'SEARCHVAL': 'FRANKEL WALK'}]",Frankel,"[(1.3527216069547727, 103.88062689589121), (1.3510248849938804, 103.88163874214588), (1.3525701142452886, 103.88094684721749)]","(1.3521055353979807, 103.8810708284182)"
"[{'Y': '35046.4167', 'X': '38824.3551', 'CATEGORY': 'Building', 'SEARCHVAL': 'KAKI BUKIT 511 MARKET AND FOOD CENTRE'}, {'Y': '35013.3746', 'X': '35898.3285', 'CATEGORY': 'Building', 'SEARCHVAL': 'KAKI BUKIT AMENITY CENTRE'}, {'Y': '35512.1380', 'X': '35504.8196', 'CATEGORY': 'Building', 'SEARCHVAL': 'KAKI BUKIT AUTOHUB'}, {'Y': '35259.1647', 'X': '36431.4236', 'CATEGORY': 'CATC', 'SEARCHVAL': 'KAKI BUKIT AVENUE 1'}, {'Y': '35390.7252', 'X': '35501.3977', 'CATEGORY': 'CATD', 'SEARCHVAL': 'KAKI BUKIT AVENUE 2'}, {'Y': '35505.6626', 'X': '36380.9973', 'CATEGORY': 'CATC', 'SEARCHVAL': 'KAKI BUKIT AVENUE 3'}, {'Y': '35695.4225', 'X': '36084.5767', 'CATEGORY': 'CATD', 'SEARCHVAL': 'KAKI BUKIT AVENUE 4'}, {'Y': '35708.3299', 'X': '37070.9045', 'CATEGORY': 'CATD', 'SEARCHVAL': 'KAKI BUKIT AVENUE 5'}, {'Y': '35896.1263', 'X': '36906.3716', 'CATEGORY': 'CATD', 'SEARCHVAL': 'KAKI BUKIT AVENUE 6'}, {'Y': '34781.0302', 'X': '38269.5100', 'CATEGORY': 'Community', 'SEARCHVAL': 'KAKI BUKIT BLOOM RC (RESIDENTS COMMITTEES)'}, {'Y': '35773.5419', 'X': '36243.3754', 'CATEGORY': 'Building', 'SEARCHVAL': 'KAKI BUKIT CAMP'}, {'Y': '35061.6842', 'X': '38408.9182', 'CATEGORY': 'Community', 'SEARCHVAL': 'KAKI BUKIT CC (COMMUNITY CLUBS)'}, {'Y': '35061.6840', 'X': '38408.9183', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'KAKI BUKIT CC (WIRELESS HOTSPOTS)'}, {'Y': '35060.1596', 'X': '38418.7488', 'CATEGORY': 'Building', 'SEARCHVAL': 'KAKI BUKIT COMMUNITY CENTRE'}, {'Y': '35061.6840', 'X': '38408.9183', 'CATEGORY': 'Community', 'SEARCHVAL': 'KAKI BUKIT COMMUNITY CENTRE (CC) (FRIENDLY BUILDINGS)'}, {'Y': '35069.4075', 'X': '38405.7355', 'CATEGORY': 'Community', 'SEARCHVAL': 'KAKI BUKIT COMMUNITY CLUB, 670 BEDOK NORTH STREET 3, SINGAPORE 469627 (AXS STATION)'}, {'Y': '35061.6840', 'X': '38408.9183', 'CATEGORY': 'Community', 'SEARCHVAL': 'KAKI BUKIT CONSTITUENCY OFFICE (CONSTITUENCY OFFICES)'}, {'Y': '35375.0582', 'X': '36219.9857', 'CATEGORY': 'CATE', 'SEARCHVAL': 'KAKI BUKIT CRESCENT'}, {'Y': '35529.5130', 'X': '35848.6969', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'KAKI BUKIT DEVELOPMENTS  PTE LTD (WIRELESS HOTSPOTS)'}, {'Y': '35495.1466', 'X': '35849.8448', 'CATEGORY': 'Community', 'SEARCHVAL': 'KAKI BUKIT DORMITORY - STN 1, 23 KAKI BUKIT ROAD 3, SINGAPORE 415812 (AXS EXPRESS TOP UP)'}]",Kaki Bukit,"[(1.3673866900255829, 103.8966351805239), (1.340924770937074, 103.89633759123102), (1.3373658983582597, 103.90081917792078)]","(1.3485591197736388, 103.8979306498919)"
"[{'Y': '33900.2131', 'X': '39076.6394', 'CATEGORY': 'Family', 'SEARCHVAL': 'KEMBANGAN CHAI CHEE SENIORS ACTIVITY CENTRE (ELDERCARE SERVICES)'}, {'Y': '33542.7666', 'X': '36788.6023', 'CATEGORY': 'Building', 'SEARCHVAL': 'KEMBANGAN COURT'}, {'Y': '33542.7670', 'X': '36788.6034', 'CATEGORY': 'Community', 'SEARCHVAL': 'KEMBANGAN COURT (FRIENDLY BUILDINGS)'}, {'Y': '33740.0526', 'X': '36238.5341', 'CATEGORY': 'Building', 'SEARCHVAL': 'KEMBANGAN ESTATE'}, {'Y': '34155.0937', 'X': '36632.7883', 'CATEGORY': 'Building', 'SEARCHVAL': 'KEMBANGAN GARDENS'}, {'Y': '33699.1834', 'X': '36863.0989', 'CATEGORY': 'Building', 'SEARCHVAL': 'KEMBANGAN MRT STATION'}, {'Y': '33699.0580', 'X': '36862.4336', 'CATEGORY': 'Community', 'SEARCHVAL': 'KEMBANGAN MRT STATION (EW4) (FRIENDLY BUILDINGS)'}, {'Y': '33687.0203', 'X': '36868.6889', 'CATEGORY': 'Building', 'SEARCHVAL': 'KEMBANGAN MRT STATION EXIT A'}, {'Y': '33711.9466', 'X': '36856.5477', 'CATEGORY': 'Building', 'SEARCHVAL': 'KEMBANGAN MRT STATION EXIT B'}, {'Y': '33679.0940', 'X': '36859.9665', 'CATEGORY': 'Community', 'SEARCHVAL': 'KEMBANGAN MRT STATION, 55 SIMS AVENUE EAST, SINGAPORE 416551 (AXS STATION)'}, {'Y': '33625.7468', 'X': '36828.0113', 'CATEGORY': 'Building', 'SEARCHVAL': 'KEMBANGAN PLAZA'}, {'Y': '33601.4222', 'X': '36837.3865', 'CATEGORY': 'Building', 'SEARCHVAL': 'KEMBANGAN SUITES'}, {'Y': '33988.5393', 'X': '36844.9910', 'CATEGORY': 'Building', 'SEARCHVAL': 'KEMBANGAN VILLAS'}, {'Y': '33271.6128', 'X': '35369.4226', 'CATEGORY': 'Building', 'SEARCHVAL': 'KEMBANGAN-CHAI CHEE COMMUNITY HUB'}, {'Y': '33933.4386', 'X': '36834.2123', 'CATEGORY': 'Community', 'SEARCHVAL': 'KEMBANGAN-CHAI CHEE CONSTITUENCY OFFICE (CONSTITUENCY OFFICES)'}, {'Y': '33933.4379', 'X': '36834.2114', 'CATEGORY': 'Family', 'SEARCHVAL': 'KEMBANGAN-CHAI CHEE SENIOR ACTIVITY CENTRE (VOLUNTARY WELFARE ORGS)'}]",Kembangan,"[(1.3696685092394874, 103.88633580055165), (1.3489763941959962, 103.8831234699239), (1.3489764041439272, 103.88312347351837)]","(1.3558737691931368, 103.88419424799797)"
"[{'Y': '33416.0235', 'X': '37302.8892', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SIGLAP AVENUE'}, {'Y': '33217.6728', 'X': '37612.2323', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SIGLAP AVENUE SOUTH'}, {'Y': '33369.8352', 'X': '37717.3954', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SIGLAP BANK'}, {'Y': '32058.6811', 'X': '37504.5230', 'CATEGORY': 'Building', 'SEARCHVAL': 'SIGLAP CANAL'}, {'Y': '33765.1251', 'X': '40243.9166', 'CATEGORY': 'Community', 'SEARCHVAL': 'SIGLAP CC (COMMUNITY CLUBS)'}, {'Y': '33765.1250', 'X': '40243.9166', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'SIGLAP CC (WIRELESS HOTSPOTS)'}, {'Y': '32766.8041', 'X': '38001.3468', 'CATEGORY': 'Building', 'SEARCHVAL': 'SIGLAP CENTRE'}, {'Y': '32766.9622', 'X': '37999.3989', 'CATEGORY': 'Community', 'SEARCHVAL': 'SIGLAP CENTRE (FRIENDLY BUILDINGS)'}, {'Y': '33125.2633', 'X': '38003.8764', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SIGLAP CLOSE'}, {'Y': '33765.1248', 'X': '40243.9164', 'CATEGORY': 'Building', 'SEARCHVAL': 'SIGLAP COMMUNITY CENTRE'}, {'Y': '33765.1250', 'X': '40243.9166', 'CATEGORY': 'Community', 'SEARCHVAL': 'SIGLAP COMMUNITY CENTRE (CC) (FRIENDLY BUILDINGS)'}, {'Y': '33765.1250', 'X': '40243.9166', 'CATEGORY': 'Community', 'SEARCHVAL': 'SIGLAP CONSTITUENCY OFFICE (CONSTITUENCY OFFICES)'}, {'Y': '32435.5178', 'X': '38331.3537', 'CATEGORY': 'Building', 'SEARCHVAL': 'SIGLAP COURT'}, {'Y': '33197.0328', 'X': '37691.3847', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SIGLAP DRIVE'}, {'Y': '33588.6174', 'X': '40381.2034', 'CATEGORY': 'Building', 'SEARCHVAL': 'SIGLAP EAST'}, {'Y': '33659.8552', 'X': '40555.4133', 'CATEGORY': 'National Service', 'SEARCHVAL': 'SIGLAP EAST (IPPT IN YOUR COMMUNITY)'}, {'Y': '33544.8476', 'X': '40425.1824', 'CATEGORY': 'Community', 'SEARCHVAL': 'SIGLAP EAST RC (RESIDENTS COMMITTEES)'}, {'Y': '33544.8482', 'X': '40425.1821', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'SIGLAP EAST RESIDENTS COMMITTEE (WIRELESS HOTSPOTS)'}, {'Y': '32686.2636', 'X': '38218.8353', 'CATEGORY': 'Building', 'SEARCHVAL': 'SIGLAP GARDEN'}, {'Y': '32663.5290', 'X': '38221.7456', 'CATEGORY': 'CATE', 'SEARCHVAL': 'SIGLAP GARDENS'}]",Siglap,"[(1.3536274434637159, 103.8819846967229), (1.356425066711036, 103.88020244241442), (1.357376096958178, 103.88156973944652)]","(1.3558095357109767, 103.88125229286129)"
"[{'Y': '36804.5898', 'X': '30177.0671', 'CATEGORY': 'Building', 'SEARCHVAL': 'BISHAN EAST 3-IN-1 CHILD CARE CENTRE'}, {'Y': '36847.6611', 'X': '29913.1323', 'CATEGORY': 'Community', 'SEARCHVAL': 'BISHAN EAST CONSTITUENCY OFFICE (CONSTITUENCY OFFICES)'}, {'Y': '36548.9608', 'X': '29749.7389', 'CATEGORY': 'Community', 'SEARCHVAL': ""BISHAN EAST ZONE '1' RC (RESIDENTS COMMITTEES)""}, {'Y': '36548.9613', 'X': '29749.7392', 'CATEGORY': 'Recreation', 'SEARCHVAL': ""BISHAN EAST ZONE 1 RESIDENTS' COMMITTEE (WIRELESS HOTSPOTS)""}, {'Y': '36583.1006', 'X': '30029.3185', 'CATEGORY': 'Community', 'SEARCHVAL': ""BISHAN EAST ZONE '2' RC (RESIDENTS COMMITTEES)""}, {'Y': '36583.1005', 'X': '30029.3185', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'BISHAN EAST ZONE 2 RESIDENTS COMMITTEE (WIRELESS HOTSPOTS)'}, {'Y': '36699.0878', 'X': '29891.1984', 'CATEGORY': 'Community', 'SEARCHVAL': ""BISHAN EAST ZONE '3' RC (RESIDENTS COMMITTEES)""}, {'Y': '36699.0880', 'X': '29891.1979', 'CATEGORY': 'Recreation', 'SEARCHVAL': ""BISHAN EAST ZONE '3 RESIDENTS COMMITTEE (WIRELESS HOTSPOTS)""}, {'Y': '36506.0764', 'X': '30256.5827', 'CATEGORY': 'Community', 'SEARCHVAL': ""BISHAN EAST ZONE '4' RC (RESIDENTS COMMITTEES)""}, {'Y': '36506.0756', 'X': '30256.5827', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'BISHAN EAST ZONE 4 RESIDENTS COMMITTEE (WIRELESS HOTSPOTS)'}, {'Y': '36336.1878', 'X': '30333.2772', 'CATEGORY': 'Community', 'SEARCHVAL': ""BISHAN EAST ZONE '5' RC (RESIDENTS COMMITTEES)""}, {'Y': '36336.1873', 'X': '30333.2775', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'BISHAN EAST ZONE 5 RESIDENTS COMMITTEE (WIRELESS HOTSPOTS)'}, {'Y': '36529.1973', 'X': '30415.6183', 'CATEGORY': 'Community', 'SEARCHVAL': ""BISHAN EAST ZONE '6' RC (RESIDENTS COMMITTEES)""}, {'Y': '36529.1963', 'X': '30415.6180', 'CATEGORY': 'Recreation', 'SEARCHVAL': ""BISHAN EAST ZONE '6' RESIDENTS COMMITTEE (WIRELESS HOTSPOTS)""}]",Bishan East,"[(1.2891832823648346, 103.91243108799347), (1.2867963388887638, 103.9128180270462), (1.2853187503992343, 103.91013404261432)]","(1.2870994572176109, 103.91179438588466)"
"[{'Y': '35676.4738', 'X': '28514.4942', 'CATEGORY': 'Building', 'SEARCHVAL': 'MARYMOUNT CENTRE'}, {'Y': '35676.4738', 'X': '28514.4942', 'CATEGORY': 'Building', 'SEARCHVAL': 'MARYMOUNT CENTRE - MARIAN CENTRE SCC'}, {'Y': '35826.5906', 'X': '28716.1207', 'CATEGORY': 'Community', 'SEARCHVAL': 'MARYMOUNT CONVENT SCHOOL (FRIENDLY BUILDINGS)'}, {'Y': '35818.0768', 'X': '29101.0705', 'CATEGORY': 'Building', 'SEARCHVAL': 'MARYMOUNT CONVENT SCHOOL (JAN 2015 - DEC 2016)'}, {'Y': '35836.1473', 'X': '28748.2164', 'CATEGORY': 'Building', 'SEARCHVAL': 'MARYMOUNT CONVENT SCHOOL (U/C)'}, {'Y': '36170.4002', 'X': '28728.2620', 'CATEGORY': 'Building', 'SEARCHVAL': 'MARYMOUNT FLYOVER'}, {'Y': '35676.6738', 'X': '28514.6942', 'CATEGORY': 'Building', 'SEARCHVAL': 'MARYMOUNT KINDERGARTEN'}, {'Y': '35676.4737', 'X': '28514.4944', 'CATEGORY': 'Education', 'SEARCHVAL': 'MARYMOUNT KINDERGARTEN (KINDERGARTENS)'}, {'Y': '35866.5201', 'X': '30633.6240', 'CATEGORY': 'Family', 'SEARCHVAL': 'MARYMOUNT KINDERGARTEN (VOLUNTARY WELFARE ORGS)'}, {'Y': '36746.9860', 'X': '28589.3156', 'CATEGORY': 'CATD', 'SEARCHVAL': 'MARYMOUNT LANE'}, {'Y': '36758.7136', 'X': '28679.3688', 'CATEGORY': 'Building', 'SEARCHVAL': 'MARYMOUNT MRT STATION'}, {'Y': '36756.0523', 'X': '28667.9371', 'CATEGORY': 'Community', 'SEARCHVAL': 'MARYMOUNT MRT STATION (CC16) (FRIENDLY BUILDINGS)'}, {'Y': '36807.3821', 'X': '28648.4269', 'CATEGORY': 'Building', 'SEARCHVAL': 'MARYMOUNT MRT STATION EXIT A'}, {'Y': '36660.1243', 'X': '28761.5859', 'CATEGORY': 'Building', 'SEARCHVAL': 'MARYMOUNT MRT STATION EXIT B'}, {'Y': '37849.9202', 'X': '28817.4521', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'MARYMOUNT RD (NEXT TO ST AUTO) (COMMUNITY USE SITES)'}, {'Y': '37105.2222', 'X': '28741.0325', 'CATEGORY': 'CATB', 'SEARCHVAL': 'MARYMOUNT ROAD'}, {'Y': '38447.8278', 'X': '29042.9282', 'CATEGORY': 'Community', 'SEARCHVAL': 'MARYMOUNT ROAD BY ANG MO KIO AVENUE 1 TOWARDS ANG MO KIO AVENUE 6 (SINGAPORE POLICE FORCE DIGITAL TRAFFIC RED LIGHT CAMERAS)'}, {'Y': '37015.6607', 'X': '28714.6319', 'CATEGORY': 'Community', 'SEARCHVAL': 'MARYMOUNT ROAD BY SHUNFU ROAD TOWARDS ANG MO KIO AVENUE 6 (SINGAPORE POLICE FORCE DIGITAL TRAFFIC RED LIGHT CAMERAS)'}, {'Y': '35724.8089', 'X': '28490.4987', 'CATEGORY': 'Community', 'SEARCHVAL': 'MARYMOUNT ROAD BY THOMSON ROAD TOWARDS CITY (SINGAPORE POLICE FORCE DIGITAL TRAFFIC RED LIGHT CAMERAS)'}, {'Y': '36890.2718', 'X': '28763.0997', 'CATEGORY': 'CATE', 'SEARCHVAL': 'MARYMOUNT TERRACE'}]",Marymount,"[(1.2741478636019925, 103.90229410725365), (1.2741478636019925, 103.90229410725365), (1.2759712649874078, 103.90364300915843)]","(1.2747556640637976, 103.90274374122191)"
